ID_Pedido,Data,Loja,Produto,Preco_Unitario,Qtd,Cliente,forma_de_venda,Regiao,Faturamento,Região
32604,2023-07-13,São Paulo,"Monitor 27""",1200.0,1,Cliente_6279,Presencial,Sudeste,1200.0,Sudeste
12683,2023-07-13,São Paulo,"Monitor 27""",1200.0,1,Cliente_23826,Presencial,Sudeste,1200.0,Sudeste
12573,2023-07-13,São Paulo,"Monitor 27""",1200.0,1,Cliente_11325,Presencial,Sudeste,1200.0,Sudeste
37835,2023-07-13,São Paulo,"Monitor 27""",1200.0,1,Cliente_20821,Presencial,Sudeste,1200.0,Sudeste
58215,2023-07-13,São Paulo,Teclado Mecânico,250.0,5,Cliente_20436,Presencial,Sudeste,1250.0,Sudeste
76628,2023-07-13,São Paulo,Smartphone Samsung,2200.0,1,Cliente_14362,Presencial,Sudeste,2200.0,Sudeste
50612,2023-07-13,São Paulo,Smartphone Samsung,2200.0,1,Cliente_12978,Presencial,Sudeste,2200.0,Sudeste
9003,2023-07-13,São Paulo,Notebook Dell,3500.0,1,Cliente_10836,Presencial,Sudeste,3500.0,Sudeste
81613,2023-07-13,São Paulo,iPhone 14,5500.0,1,Cliente_25799,Presencial,Sudeste,5500.0,Sudeste
9759,2023-07-13,São Paulo,Smartphone Samsung,2200.0,3,Cliente_24165,Presencial,Sudeste,6600.0,Sudeste
4892,2023-07-13,São Paulo,Notebook HP,3200.0,3,Cliente_25600,Presencial,Sudeste,9600.0,Sudeste
14804,2023-07-13,São Paulo,iPhone 14,5500.0,3,Cliente_26396,Presencial,Sudeste,16500.0,Sudeste
91460,2023-07-14,São Paulo,Cabo HDMI,40.0,1,Cliente_10629,Presencial,Sudeste,40.0,Sudeste
47645,2023-07-14,São Paulo,Cabo HDMI,40.0,1,Cliente_16968,Presencial,Sudeste,40.0,Sudeste
47604,2023-07-14,São Paulo,Cabo HDMI,40.0,3,Cliente_242,Presencial,Sudeste,120.0,Sudeste
83250,2023-07-14,São Paulo,Mouse Gamer,120.0,1,Cliente_19049,Presencial,Sudeste,120.0,Sudeste
65471,2023-07-14,São Paulo,Teclado Mecânico,250.0,1,Cliente_23356,Presencial,Sudeste,250.0,Sudeste
66126,2023-07-14,São Paulo,"Monitor 27""",1200.0,1,Cliente_7139,Presencial,Sudeste,1200.0,Sudeste
1347,2023-07-14,São Paulo,Smartphone Samsung,2200.0,1,Cliente_9586,Presencial,Sudeste,2200.0,Sudeste
13895,2023-07-14,São Paulo,"Monitor 27""",1200.0,2,Cliente_10094,Presencial,Sudeste,2400.0,Sudeste
95291,2023-07-14,São Paulo,Notebook Dell,3500.0,1,Cliente_17078,Presencial,Sudeste,3500.0,Sudeste
1537,2023-07-14,São Paulo,Notebook Dell,3500.0,1,Cliente_24578,Presencial,Sudeste,3500.0,Sudeste
73521,2023-07-14,São Paulo,"Monitor 27""",1200.0,3,Cliente_8975,Presencial,Sudeste,3600.0,Sudeste
36550,2023-07-14,São Paulo,Smartphone Samsung,2200.0,3,Cliente_16879,Presencial,Sudeste,6600.0,Sudeste
58898,2023-07-14,São Paulo,Notebook Dell,3500.0,3,Cliente_19371,Presencial,Sudeste,10500.0,Sudeste
78404,2023-07-15,São Paulo,Cabo HDMI,40.0,1,Cliente_9852,Presencial,Sudeste,40.0,Sudeste
19357,2023-07-15,São Paulo,Mouse Gamer,120.0,2,Cliente_26438,Presencial,Sudeste,240.0,Sudeste
23656,2023-07-15,São Paulo,Teclado Mecânico,250.0,1,Cliente_19471,Presencial,Sudeste,250.0,Sudeste
55635,2023-07-15,São Paulo,"Monitor 27""",1200.0,1,Cliente_11680,Presencial,Sudeste,1200.0,Sudeste
41065,2023-07-15,São Paulo,Notebook HP,3200.0,1,Cliente_6758,Presencial,Sudeste,3200.0,Sudeste
96185,2023-07-15,São Paulo,Notebook HP,3200.0,1,Cliente_19945,Presencial,Sudeste,3200.0,Sudeste
39844,2023-07-15,São Paulo,Notebook Dell,3500.0,1,Cliente_23551,Presencial,Sudeste,3500.0,Sudeste
14202,2023-07-15,São Paulo,iPhone 14,5500.0,1,Cliente_21857,Presencial,Sudeste,5500.0,Sudeste
52070,2023-07-15,São Paulo,"Monitor 27""",1200.0,5,Cliente_703,Presencial,Sudeste,6000.0,Sudeste
75777,2023-07-15,São Paulo,iPhone 14,5500.0,5,Cliente_14748,Presencial,Sudeste,27500.0,Sudeste
92371,2023-07-16,São Paulo,Mouse Gamer,120.0,1,Cliente_755,Presencial,Sudeste,120.0,Sudeste
19671,2023-07-16,São Paulo,Teclado Mecânico,250.0,1,Cliente_14368,Presencial,Sudeste,250.0,Sudeste
63513,2023-07-16,São Paulo,Teclado Mecânico,250.0,1,Cliente_24689,Presencial,Sudeste,250.0,Sudeste
58802,2023-07-16,São Paulo,Teclado Mecânico,250.0,1,Cliente_13924,Presencial,Sudeste,250.0,Sudeste
27564,2023-07-16,São Paulo,Cabo HDMI,40.0,10,Cliente_24005,Presencial,Sudeste,400.0,Sudeste
75151,2023-07-16,São Paulo,Teclado Mecânico,250.0,2,Cliente_3718,Presencial,Sudeste,500.0,Sudeste
34309,2023-07-16,São Paulo,Mouse Gamer,120.0,5,Cliente_7658,Presencial,Sudeste,600.0,Sudeste
21656,2023-07-16,São Paulo,"Monitor 27""",1200.0,1,Cliente_29599,Presencial,Sudeste,1200.0,Sudeste
49831,2023-07-16,São Paulo,"Monitor 27""",1200.0,1,Cliente_1192,Presencial,Sudeste,1200.0,Sudeste
57629,2023-07-16,São Paulo,Smartphone Samsung,2200.0,1,Cliente_17759,Presencial,Sudeste,2200.0,Sudeste
7480,2023-07-16,São Paulo,Smartphone Samsung,2200.0,1,Cliente_19200,Presencial,Sudeste,2200.0,Sudeste
37422,2023-07-16,São Paulo,Smartphone Samsung,2200.0,1,Cliente_15809,Presencial,Sudeste,2200.0,Sudeste
2466,2023-07-16,São Paulo,Smartphone Samsung,2200.0,1,Cliente_10140,Presencial,Sudeste,2200.0,Sudeste
50289,2023-07-16,São Paulo,Smartphone Samsung,2200.0,1,Cliente_18220,Presencial,Sudeste,2200.0,Sudeste
73594,2023-07-16,São Paulo,Smartphone Samsung,2200.0,1,Cliente_17014,Presencial,Sudeste,2200.0,Sudeste
36745,2023-07-16,São Paulo,Notebook HP,3200.0,1,Cliente_16035,Presencial,Sudeste,3200.0,Sudeste
81372,2023-07-16,São Paulo,Notebook HP,3200.0,1,Cliente_29019,Presencial,Sudeste,3200.0,Sudeste
25095,2023-07-16,São Paulo,Notebook Dell,3500.0,1,Cliente_24973,Presencial,Sudeste,3500.0,Sudeste
32408,2023-07-16,São Paulo,iPhone 14,5500.0,1,Cliente_23912,Presencial,Sudeste,5500.0,Sudeste
38847,2023-07-16,São Paulo,"Monitor 27""",1200.0,10,Cliente_1809,Presencial,Sudeste,12000.0,Sudeste
321,2023-07-17,São Paulo,Cabo HDMI,40.0,1,Cliente_28129,Presencial,Sudeste,40.0,Sudeste
77132,2023-07-17,São Paulo,Cabo HDMI,40.0,1,Cliente_25183,Presencial,Sudeste,40.0,Sudeste
37787,2023-07-17,São Paulo,Mouse Gamer,120.0,1,Cliente_21056,Presencial,Sudeste,120.0,Sudeste
46372,2023-07-17,São Paulo,Mouse Gamer,120.0,1,Cliente_8516,Presencial,Sudeste,120.0,Sudeste
23630,2023-07-17,São Paulo,Mouse Gamer,120.0,1,Cliente_23932,Presencial,Sudeste,120.0,Sudeste
15828,2023-07-17,São Paulo,Mouse Gamer,120.0,1,Cliente_14734,Presencial,Sudeste,120.0,Sudeste
92815,2023-07-17,São Paulo,Mouse Gamer,120.0,2,Cliente_3961,Presencial,Sudeste,240.0,Sudeste
78843,2023-07-17,São Paulo,Teclado Mecânico,250.0,1,Cliente_22060,Presencial,Sudeste,250.0,Sudeste
18455,2023-07-17,São Paulo,Teclado Mecânico,250.0,1,Cliente_5706,Presencial,Sudeste,250.0,Sudeste
44685,2023-07-17,São Paulo,Teclado Mecânico,250.0,1,Cliente_1917,Presencial,Sudeste,250.0,Sudeste
36084,2023-07-17,São Paulo,Teclado Mecânico,250.0,1,Cliente_21278,Presencial,Sudeste,250.0,Sudeste
47141,2023-07-17,São Paulo,"Monitor 27""",1200.0,1,Cliente_5811,Presencial,Sudeste,1200.0,Sudeste
61388,2023-07-17,São Paulo,"Monitor 27""",1200.0,1,Cliente_16917,Presencial,Sudeste,1200.0,Sudeste
10755,2023-07-17,São Paulo,Smartphone Samsung,2200.0,1,Cliente_3773,Presencial,Sudeste,2200.0,Sudeste
45340,2023-07-17,São Paulo,Smartphone Samsung,2200.0,1,Cliente_16094,Presencial,Sudeste,2200.0,Sudeste
41093,2023-07-17,São Paulo,Smartphone Samsung,2200.0,1,Cliente_8345,Presencial,Sudeste,2200.0,Sudeste
75398,2023-07-17,São Paulo,Smartphone Samsung,2200.0,1,Cliente_17703,Presencial,Sudeste,2200.0,Sudeste
89280,2023-07-17,São Paulo,Smartphone Samsung,2200.0,1,Cliente_21016,Presencial,Sudeste,2200.0,Sudeste
48540,2023-07-17,São Paulo,Smartphone Samsung,2200.0,1,Cliente_3343,Presencial,Sudeste,2200.0,Sudeste
81295,2023-07-17,São Paulo,Notebook HP,3200.0,1,Cliente_20064,Presencial,Sudeste,3200.0,Sudeste
98393,2023-07-17,São Paulo,Notebook Dell,3500.0,1,Cliente_895,Presencial,Sudeste,3500.0,Sudeste
39617,2023-07-17,São Paulo,Notebook Dell,3500.0,1,Cliente_15498,Presencial,Sudeste,3500.0,Sudeste
16300,2023-07-17,São Paulo,Smartphone Samsung,2200.0,2,Cliente_18422,Presencial,Sudeste,4400.0,Sudeste
85576,2023-07-17,São Paulo,Notebook Dell,3500.0,2,Cliente_6145,Presencial,Sudeste,7000.0,Sudeste
39576,2023-07-18,São Paulo,Cabo HDMI,40.0,1,Cliente_29303,Presencial,Sudeste,40.0,Sudeste
84284,2023-07-18,São Paulo,Cabo HDMI,40.0,1,Cliente_47,Presencial,Sudeste,40.0,Sudeste
30147,2023-07-18,São Paulo,Cabo HDMI,40.0,1,Cliente_14867,Presencial,Sudeste,40.0,Sudeste
1511,2023-07-18,São Paulo,Mouse Gamer,120.0,1,Cliente_19753,Presencial,Sudeste,120.0,Sudeste
45081,2023-07-18,São Paulo,Mouse Gamer,120.0,1,Cliente_6516,Presencial,Sudeste,120.0,Sudeste
90329,2023-07-18,São Paulo,Mouse Gamer,120.0,1,Cliente_3465,Presencial,Sudeste,120.0,Sudeste
97678,2023-07-18,São Paulo,Mouse Gamer,120.0,1,Cliente_5603,Presencial,Sudeste,120.0,Sudeste
60671,2023-07-18,São Paulo,Mouse Gamer,120.0,2,Cliente_6941,Presencial,Sudeste,240.0,Sudeste
21036,2023-07-18,São Paulo,Teclado Mecânico,250.0,1,Cliente_4913,Presencial,Sudeste,250.0,Sudeste
62053,2023-07-18,São Paulo,Teclado Mecânico,250.0,1,Cliente_12625,Presencial,Sudeste,250.0,Sudeste
20862,2023-07-18,São Paulo,Smartphone Samsung,2200.0,1,Cliente_757,Presencial,Sudeste,2200.0,Sudeste
96642,2023-07-18,São Paulo,Smartphone Samsung,2200.0,1,Cliente_1060,Presencial,Sudeste,2200.0,Sudeste
91783,2023-07-18,São Paulo,Smartphone Samsung,2200.0,1,Cliente_8790,Presencial,Sudeste,2200.0,Sudeste
45196,2023-07-18,São Paulo,Notebook HP,3200.0,1,Cliente_8689,Presencial,Sudeste,3200.0,Sudeste
89382,2023-07-18,São Paulo,Notebook HP,3200.0,1,Cliente_7490,Presencial,Sudeste,3200.0,Sudeste
14747,2023-07-18,São Paulo,Notebook HP,3200.0,1,Cliente_2870,Presencial,Sudeste,3200.0,Sudeste
80942,2023-07-18,São Paulo,Notebook HP,3200.0,1,Cliente_5669,Presencial,Sudeste,3200.0,Sudeste
20318,2023-07-18,São Paulo,Notebook Dell,3500.0,1,Cliente_14559,Presencial,Sudeste,3500.0,Sudeste
20517,2023-07-18,São Paulo,Smartphone Samsung,2200.0,2,Cliente_28659,Presencial,Sudeste,4400.0,Sudeste
58210,2023-07-18,São Paulo,iPhone 14,5500.0,1,Cliente_27912,Presencial,Sudeste,5500.0,Sudeste
25996,2023-07-18,São Paulo,iPhone 14,5500.0,2,Cliente_23684,Presencial,Sudeste,11000.0,Sudeste
39531,2023-07-19,São Paulo,Cabo HDMI,40.0,1,Cliente_29417,Presencial,Sudeste,40.0,Sudeste
37461,2023-07-19,São Paulo,Mouse Gamer,120.0,1,Cliente_5732,Presencial,Sudeste,120.0,Sudeste
52072,2023-07-19,São Paulo,Mouse Gamer,120.0,1,Cliente_11920,Presencial,Sudeste,120.0,Sudeste
62826,2023-07-19,São Paulo,Mouse Gamer,120.0,1,Cliente_22690,Presencial,Sudeste,120.0,Sudeste
70599,2023-07-19,São Paulo,Teclado Mecânico,250.0,1,Cliente_4,Presencial,Sudeste,250.0,Sudeste
74476,2023-07-19,São Paulo,Teclado Mecânico,250.0,1,Cliente_6432,Presencial,Sudeste,250.0,Sudeste
95151,2023-07-19,São Paulo,"Monitor 27""",1200.0,1,Cliente_25206,Presencial,Sudeste,1200.0,Sudeste
728,2023-07-19,São Paulo,Smartphone Samsung,2200.0,1,Cliente_20266,Presencial,Sudeste,2200.0,Sudeste
93125,2023-07-19,São Paulo,Smartphone Samsung,2200.0,1,Cliente_14197,Presencial,Sudeste,2200.0,Sudeste
51268,2023-07-19,São Paulo,Notebook HP,3200.0,1,Cliente_4540,Presencial,Sudeste,3200.0,Sudeste
84415,2023-07-19,São Paulo,iPhone 14,5500.0,1,Cliente_3198,Presencial,Sudeste,5500.0,Sudeste
64602,2023-07-19,São Paulo,"Monitor 27""",1200.0,5,Cliente_13400,Presencial,Sudeste,6000.0,Sudeste
72636,2023-07-19,São Paulo,Notebook Dell,3500.0,2,Cliente_25847,Presencial,Sudeste,7000.0,Sudeste
79618,2023-07-19,São Paulo,Notebook Dell,3500.0,3,Cliente_7495,Presencial,Sudeste,10500.0,Sudeste
19784,2023-07-20,São Paulo,Cabo HDMI,40.0,1,Cliente_24824,Presencial,Sudeste,40.0,Sudeste
74088,2023-07-20,São Paulo,Teclado Mecânico,250.0,1,Cliente_1759,Presencial,Sudeste,250.0,Sudeste
24222,2023-07-20,São Paulo,Teclado Mecânico,250.0,1,Cliente_4430,Presencial,Sudeste,250.0,Sudeste
790,2023-07-20,São Paulo,Mouse Gamer,120.0,3,Cliente_18259,Presencial,Sudeste,360.0,Sudeste
43516,2023-07-20,São Paulo,"Monitor 27""",1200.0,1,Cliente_17043,Presencial,Sudeste,1200.0,Sudeste
70114,2023-07-20,São Paulo,"Monitor 27""",1200.0,1,Cliente_13778,Presencial,Sudeste,1200.0,Sudeste
95579,2023-07-20,São Paulo,"Monitor 27""",1200.0,1,Cliente_15724,Presencial,Sudeste,1200.0,Sudeste
7663,2023-07-20,São Paulo,"Monitor 27""",1200.0,1,Cliente_8973,Presencial,Sudeste,1200.0,Sudeste
72379,2023-07-20,São Paulo,"Monitor 27""",1200.0,1,Cliente_14797,Presencial,Sudeste,1200.0,Sudeste
20982,2023-07-20,São Paulo,Smartphone Samsung,2200.0,1,Cliente_22581,Presencial,Sudeste,2200.0,Sudeste
12964,2023-07-20,São Paulo,"Monitor 27""",1200.0,2,Cliente_1220,Presencial,Sudeste,2400.0,Sudeste
43795,2023-07-20,São Paulo,Notebook HP,3200.0,1,Cliente_9281,Presencial,Sudeste,3200.0,Sudeste
78894,2023-07-20,São Paulo,Notebook HP,3200.0,1,Cliente_12535,Presencial,Sudeste,3200.0,Sudeste
55512,2023-07-20,São Paulo,Notebook HP,3200.0,1,Cliente_25145,Presencial,Sudeste,3200.0,Sudeste
86355,2023-07-20,São Paulo,Notebook Dell,3500.0,1,Cliente_26995,Presencial,Sudeste,3500.0,Sudeste
76232,2023-07-20,São Paulo,Notebook Dell,3500.0,1,Cliente_6331,Presencial,Sudeste,3500.0,Sudeste
12868,2023-07-20,São Paulo,"Monitor 27""",1200.0,3,Cliente_8282,Presencial,Sudeste,3600.0,Sudeste
66538,2023-07-20,São Paulo,Smartphone Samsung,2200.0,2,Cliente_17101,Presencial,Sudeste,4400.0,Sudeste
75356,2023-07-20,São Paulo,Smartphone Samsung,2200.0,2,Cliente_2713,Presencial,Sudeste,4400.0,Sudeste
62866,2023-07-20,São Paulo,Notebook HP,3200.0,3,Cliente_13327,Presencial,Sudeste,9600.0,Sudeste
90394,2023-07-20,São Paulo,Notebook Dell,3500.0,3,Cliente_10365,Presencial,Sudeste,10500.0,Sudeste
61666,2023-07-21,São Paulo,Mouse Gamer,120.0,1,Cliente_11214,Presencial,Sudeste,120.0,Sudeste
5855,2023-07-21,São Paulo,Mouse Gamer,120.0,1,Cliente_5818,Presencial,Sudeste,120.0,Sudeste
49210,2023-07-21,São Paulo,Mouse Gamer,120.0,1,Cliente_25173,Presencial,Sudeste,120.0,Sudeste
4956,2023-07-21,São Paulo,Mouse Gamer,120.0,1,Cliente_25346,Presencial,Sudeste,120.0,Sudeste
95793,2023-07-21,São Paulo,Teclado Mecânico,250.0,1,Cliente_11800,Presencial,Sudeste,250.0,Sudeste
39421,2023-07-21,São Paulo,Teclado Mecânico,250.0,2,Cliente_21683,Presencial,Sudeste,500.0,Sudeste
50566,2023-07-21,São Paulo,"Monitor 27""",1200.0,1,Cliente_16245,Presencial,Sudeste,1200.0,Sudeste
88709,2023-07-21,São Paulo,"Monitor 27""",1200.0,1,Cliente_5619,Presencial,Sudeste,1200.0,Sudeste
3117,2023-07-21,São Paulo,"Monitor 27""",1200.0,1,Cliente_9447,Presencial,Sudeste,1200.0,Sudeste
91572,2023-07-21,São Paulo,"Monitor 27""",1200.0,1,Cliente_10340,Presencial,Sudeste,1200.0,Sudeste
4806,2023-07-21,São Paulo,Smartphone Samsung,2200.0,1,Cliente_3856,Presencial,Sudeste,2200.0,Sudeste
10707,2023-07-21,São Paulo,Smartphone Samsung,2200.0,1,Cliente_11259,Presencial,Sudeste,2200.0,Sudeste
10889,2023-07-21,São Paulo,Smartphone Samsung,2200.0,1,Cliente_22590,Presencial,Sudeste,2200.0,Sudeste
51725,2023-07-21,São Paulo,"Monitor 27""",1200.0,2,Cliente_5716,Presencial,Sudeste,2400.0,Sudeste
25391,2023-07-21,São Paulo,Notebook Dell,3500.0,1,Cliente_20241,Presencial,Sudeste,3500.0,Sudeste
80616,2023-07-21,São Paulo,Smartphone Samsung,2200.0,2,Cliente_13066,Presencial,Sudeste,4400.0,Sudeste
8220,2023-07-21,São Paulo,iPhone 14,5500.0,1,Cliente_27076,Presencial,Sudeste,5500.0,Sudeste
46517,2023-07-21,São Paulo,"Monitor 27""",1200.0,5,Cliente_13174,Presencial,Sudeste,6000.0,Sudeste
77784,2023-07-21,São Paulo,Notebook HP,3200.0,2,Cliente_19535,Presencial,Sudeste,6400.0,Sudeste
65769,2023-07-22,São Paulo,Cabo HDMI,40.0,1,Cliente_23143,Presencial,Sudeste,40.0,Sudeste
47048,2023-07-22,São Paulo,Mouse Gamer,120.0,1,Cliente_23171,Presencial,Sudeste,120.0,Sudeste
62473,2023-07-22,São Paulo,Mouse Gamer,120.0,1,Cliente_14861,Presencial,Sudeste,120.0,Sudeste
88990,2023-07-22,São Paulo,Mouse Gamer,120.0,1,Cliente_8935,Presencial,Sudeste,120.0,Sudeste
9035,2023-07-22,São Paulo,Teclado Mecânico,250.0,1,Cliente_13869,Presencial,Sudeste,250.0,Sudeste
55859,2023-07-22,São Paulo,Teclado Mecânico,250.0,1,Cliente_25803,Presencial,Sudeste,250.0,Sudeste
53516,2023-07-22,São Paulo,"Monitor 27""",1200.0,1,Cliente_11148,Presencial,Sudeste,1200.0,Sudeste
8579,2023-07-22,São Paulo,Smartphone Samsung,2200.0,1,Cliente_25071,Presencial,Sudeste,2200.0,Sudeste
53248,2023-07-22,São Paulo,"Monitor 27""",1200.0,2,Cliente_8316,Presencial,Sudeste,2400.0,Sudeste
59546,2023-07-22,São Paulo,Notebook HP,3200.0,1,Cliente_20824,Presencial,Sudeste,3200.0,Sudeste
83866,2023-07-22,São Paulo,Notebook HP,3200.0,1,Cliente_21987,Presencial,Sudeste,3200.0,Sudeste
54100,2023-07-22,São Paulo,Notebook Dell,3500.0,1,Cliente_22143,Presencial,Sudeste,3500.0,Sudeste
15671,2023-07-22,São Paulo,Notebook Dell,3500.0,1,Cliente_9127,Presencial,Sudeste,3500.0,Sudeste
32166,2023-07-22,São Paulo,"Monitor 27""",1200.0,3,Cliente_3917,Presencial,Sudeste,3600.0,Sudeste
17327,2023-07-22,São Paulo,iPhone 14,5500.0,1,Cliente_12299,Presencial,Sudeste,5500.0,Sudeste
53455,2023-07-22,São Paulo,iPhone 14,5500.0,1,Cliente_15430,Presencial,Sudeste,5500.0,Sudeste
2642,2023-07-22,São Paulo,iPhone 14,5500.0,10,Cliente_9152,Presencial,Sudeste,55000.0,Sudeste
21552,2023-07-23,São Paulo,Mouse Gamer,120.0,1,Cliente_28823,Presencial,Sudeste,120.0,Sudeste
21854,2023-07-23,São Paulo,Mouse Gamer,120.0,2,Cliente_5385,Presencial,Sudeste,240.0,Sudeste
90036,2023-07-23,São Paulo,Teclado Mecânico,250.0,1,Cliente_28995,Presencial,Sudeste,250.0,Sudeste
47514,2023-07-23,São Paulo,Teclado Mecânico,250.0,1,Cliente_10319,Presencial,Sudeste,250.0,Sudeste
18854,2023-07-23,São Paulo,"Monitor 27""",1200.0,1,Cliente_5999,Presencial,Sudeste,1200.0,Sudeste
15132,2023-07-23,São Paulo,Smartphone Samsung,2200.0,1,Cliente_14015,Presencial,Sudeste,2200.0,Sudeste
59095,2023-07-23,São Paulo,Smartphone Samsung,2200.0,1,Cliente_7516,Presencial,Sudeste,2200.0,Sudeste
91328,2023-07-23,São Paulo,Smartphone Samsung,2200.0,1,Cliente_14616,Presencial,Sudeste,2200.0,Sudeste
46020,2023-07-23,São Paulo,Smartphone Samsung,2200.0,1,Cliente_10724,Presencial,Sudeste,2200.0,Sudeste
95187,2023-07-23,São Paulo,"Monitor 27""",1200.0,2,Cliente_3938,Presencial,Sudeste,2400.0,Sudeste
86033,2023-07-23,São Paulo,Notebook HP,3200.0,1,Cliente_27320,Presencial,Sudeste,3200.0,Sudeste
79126,2023-07-23,São Paulo,Notebook HP,3200.0,1,Cliente_12005,Presencial,Sudeste,3200.0,Sudeste
14989,2023-07-23,São Paulo,Notebook HP,3200.0,1,Cliente_18691,Presencial,Sudeste,3200.0,Sudeste
66471,2023-07-23,São Paulo,iPhone 14,5500.0,1,Cliente_11075,Presencial,Sudeste,5500.0,Sudeste
85208,2023-07-23,São Paulo,iPhone 14,5500.0,1,Cliente_26586,Presencial,Sudeste,5500.0,Sudeste
91431,2023-07-23,São Paulo,iPhone 14,5500.0,1,Cliente_8919,Presencial,Sudeste,5500.0,Sudeste
89590,2023-07-23,São Paulo,iPhone 14,5500.0,1,Cliente_29392,Presencial,Sudeste,5500.0,Sudeste
42329,2023-07-24,São Paulo,Mouse Gamer,120.0,1,Cliente_2753,Presencial,Sudeste,120.0,Sudeste
45589,2023-07-24,São Paulo,Mouse Gamer,120.0,1,Cliente_2264,Presencial,Sudeste,120.0,Sudeste
2347,2023-07-24,São Paulo,Mouse Gamer,120.0,1,Cliente_18037,Presencial,Sudeste,120.0,Sudeste
73224,2023-07-24,São Paulo,Teclado Mecânico,250.0,1,Cliente_27417,Presencial,Sudeste,250.0,Sudeste
49838,2023-07-24,São Paulo,Teclado Mecânico,250.0,2,Cliente_6902,Presencial,Sudeste,500.0,Sudeste
59943,2023-07-24,São Paulo,Teclado Mecânico,250.0,2,Cliente_1388,Presencial,Sudeste,500.0,Sudeste
20755,2023-07-24,São Paulo,"Monitor 27""",1200.0,1,Cliente_10990,Presencial,Sudeste,1200.0,Sudeste
53163,2023-07-24,São Paulo,"Monitor 27""",1200.0,1,Cliente_14172,Presencial,Sudeste,1200.0,Sudeste
25954,2023-07-24,São Paulo,"Monitor 27""",1200.0,1,Cliente_12072,Presencial,Sudeste,1200.0,Sudeste
36692,2023-07-24,São Paulo,"Monitor 27""",1200.0,1,Cliente_18566,Presencial,Sudeste,1200.0,Sudeste
77740,2023-07-24,São Paulo,Smartphone Samsung,2200.0,1,Cliente_14210,Presencial,Sudeste,2200.0,Sudeste
67572,2023-07-24,São Paulo,Smartphone Samsung,2200.0,1,Cliente_16242,Presencial,Sudeste,2200.0,Sudeste
55572,2023-07-24,São Paulo,Smartphone Samsung,2200.0,1,Cliente_3191,Presencial,Sudeste,2200.0,Sudeste
79764,2023-07-24,São Paulo,Notebook HP,3200.0,1,Cliente_21831,Presencial,Sudeste,3200.0,Sudeste
3364,2023-07-24,São Paulo,Notebook HP,3200.0,1,Cliente_23047,Presencial,Sudeste,3200.0,Sudeste
9685,2023-07-24,São Paulo,Notebook HP,3200.0,1,Cliente_9267,Presencial,Sudeste,3200.0,Sudeste
83696,2023-07-24,São Paulo,iPhone 14,5500.0,1,Cliente_16089,Presencial,Sudeste,5500.0,Sudeste
96203,2023-07-24,São Paulo,Smartphone Samsung,2200.0,5,Cliente_11061,Presencial,Sudeste,11000.0,Sudeste
86348,2023-07-25,São Paulo,Cabo HDMI,40.0,1,Cliente_21017,Presencial,Sudeste,40.0,Sudeste
60299,2023-07-25,São Paulo,Mouse Gamer,120.0,1,Cliente_22020,Presencial,Sudeste,120.0,Sudeste
89862,2023-07-25,São Paulo,Teclado Mecânico,250.0,1,Cliente_4656,Presencial,Sudeste,250.0,Sudeste
21940,2023-07-25,São Paulo,Teclado Mecânico,250.0,2,Cliente_6883,Presencial,Sudeste,500.0,Sudeste
84190,2023-07-25,São Paulo,Mouse Gamer,120.0,10,Cliente_2647,Presencial,Sudeste,1200.0,Sudeste
27398,2023-07-25,São Paulo,"Monitor 27""",1200.0,1,Cliente_18430,Presencial,Sudeste,1200.0,Sudeste
49143,2023-07-25,São Paulo,Smartphone Samsung,2200.0,1,Cliente_24170,Presencial,Sudeste,2200.0,Sudeste
26884,2023-07-25,São Paulo,"Monitor 27""",1200.0,2,Cliente_10421,Presencial,Sudeste,2400.0,Sudeste
39807,2023-07-25,São Paulo,Notebook Dell,3500.0,1,Cliente_14971,Presencial,Sudeste,3500.0,Sudeste
48955,2023-07-25,São Paulo,"Monitor 27""",1200.0,3,Cliente_10527,Presencial,Sudeste,3600.0,Sudeste
36464,2023-07-25,São Paulo,iPhone 14,5500.0,1,Cliente_3826,Presencial,Sudeste,5500.0,Sudeste
36052,2023-07-25,São Paulo,iPhone 14,5500.0,1,Cliente_12932,Presencial,Sudeste,5500.0,Sudeste
41374,2023-07-25,São Paulo,iPhone 14,5500.0,1,Cliente_25308,Presencial,Sudeste,5500.0,Sudeste
80591,2023-07-25,São Paulo,iPhone 14,5500.0,1,Cliente_6635,Presencial,Sudeste,5500.0,Sudeste
11279,2023-07-25,São Paulo,iPhone 14,5500.0,1,Cliente_4222,Presencial,Sudeste,5500.0,Sudeste
94525,2023-07-25,São Paulo,iPhone 14,5500.0,1,Cliente_23822,Presencial,Sudeste,5500.0,Sudeste
82745,2023-07-25,São Paulo,iPhone 14,5500.0,5,Cliente_6413,Presencial,Sudeste,27500.0,Sudeste
19162,2023-07-26,São Paulo,Cabo HDMI,40.0,1,Cliente_17986,Presencial,Sudeste,40.0,Sudeste
16423,2023-07-26,São Paulo,Cabo HDMI,40.0,1,Cliente_11746,Presencial,Sudeste,40.0,Sudeste
81248,2023-07-26,São Paulo,Cabo HDMI,40.0,1,Cliente_1146,Presencial,Sudeste,40.0,Sudeste
25528,2023-07-26,São Paulo,Cabo HDMI,40.0,1,Cliente_14081,Presencial,Sudeste,40.0,Sudeste
23264,2023-07-26,São Paulo,Cabo HDMI,40.0,1,Cliente_13798,Presencial,Sudeste,40.0,Sudeste
