id_venda,data,loja,vendedor,produto,categoria,qtd,preco_unit,desconto,forma_pgto
321,2025-07-01,Bairro,Bruno,Calça,Roupas,4,129.9,0.0,Pix
322,2025-04-17,centro ,Bruno,Boné,Acessórios,1,49.9,0.15,Pix
323,2025-01-07,Shopping,Bruno,Meia,Acessórios,3,19.9,0.0,Dinheiro
324,2025-05-22,Centro,Eduardo,,Acessórios,2,49.9,0.0,Pix
325,2025-11-01,Bairro,Carla,,Calçados,4,249.9,0.1,Pix
326,2025-06-27,Centro,Diego,Boné,Acessórios,1,49.9,0.0,Dinheiro
327,2025-03-02,Centro,Bruno,Camiseta,Roupas,3,59.9,0.05,Pix
328,2025-07-17,Shopping,Ana,Camiseta,Roupas,5,59.9,0.05,Cartão
329,2025-04-08,centro ,Carla,Camiseta,Roupas,4,59.9,0.05,Dinheiro
330,2025-04-09,centro ,Carla,Meia,Acessórios,5,19.9,0.0,Cartão
331,2025-08-02,Bairro,Eduardo,Meia,Acessórios,4,19.9,0.1,Cartão
332,2025-06-17,Shopping,Diego,Tênis,Calçados,2,249.9,0.15,Pix
333,2025-04-07,Shopping,Diego,Tênis,Calçados,4,249.9,0.15,Dinheiro
334,2025-07-16,Bairro,Carla,Camiseta,Roupas,2,59.9,0.0,Pix
335,2025-03-13,Bairro,Ana,Meia,Acessórios,2,19.9,0.0,Cartão
336,2025-09-25,Shopping,Carla,Meia,Acessórios,3,19.9,0.05,Cartão
337,2025-08-08,Centro,Eduardo,Tênis,Calçados,3,249.9,0.2,Pix
338,2025-09-03,Bairro,Ana,Meia,Acessórios,1,19.9,0.1,Dinheiro
339,2025-01-21,Shopping,Eduardo,Boné,Acessórios,4,49.9,0.2,Cartão
340,2025-09-04,centro ,Carla,Calça,Roupas,3,129.9,0.0,Pix
341,2025-06-03,Shopping,Eduardo,,Acessórios,4,19.9,0.1,Pix
342,2025-05-14,Bairro,Diego,Camiseta,Roupas,3,59.9,0.1,Cartão
343,2025-08-01,centro ,Bruno,Meia,Acessórios,4,19.9,0.0,Cartão
344,2025-06-05,centro ,Bruno,Calça,Roupas,5,129.9,0.0,Dinheiro
345,2025-11-03,Bairro,Bruno,Meia,Acessórios,1,19.9,0.15,Dinheiro
346,2025-05-19,Shopping,Carla,Camiseta,Roupas,4,59.9,0.1,Pix
347,2025-09-05,centro ,Ana,Calça,Roupas,1,129.9,0.0,Dinheiro
348,2025-10-30,Shopping,Eduardo,Tênis,Calçados,5,249.9,0.05,Pix
349,2025-02-08,Centro,Carla,Meia,Acessórios,2,19.9,0.15,Dinheiro
350,2025-08-07,Bairro,Carla,Camiseta,Roupas,4,59.9,0.15,Pix
351,2025-11-30,Bairro,Diego,Tênis,Calçados,2,249.9,0.0,Cartão
352,2025-10-02,Centro,Diego,Camiseta,Roupas,1,59.9,0.0,Dinheiro
353,2025-10-02,Bairro,Diego,Meia,Acessórios,5,19.9,0.1,Pix
354,2025-10-13,Centro,Ana,Meia,Acessórios,1,19.9,0.0,Cartão
355,2025-11-30,Shopping,Ana,Tênis,Calçados,4,249.9,0.0,Cartão
356,2025-03-27,Centro,Eduardo,Camiseta,Roupas,4,59.9,0.0,Dinheiro
357,2025-02-19,Centro,Eduardo,Tênis,Calçados,4,249.9,0.2,Pix
358,2025-07-20,Centro,Ana,Tênis,Calçados,1,249.9,0.0,Cartão
359,2025-12-09,Bairro,Diego,Camiseta,Roupas,1,59.9,0.0,Dinheiro
360,2025-08-20,Centro,Carla,Calça,Roupas,1,129.9,0.0,Pix
361,2025-12-14,centro ,Diego,Tênis,Calçados,5,249.9,0.0,Dinheiro
362,2025-06-11,Bairro,Ana,Meia,Acessórios,1,19.9,0.2,Cartão
363,2025-09-19,Shopping,Carla,Camiseta,Roupas,4,59.9,0.0,Cartão
364,2025-04-19,Centro,Carla,Camiseta,Roupas,3,59.9,0.0,Pix
365,2025-05-21,Centro,Ana,Meia,Acessórios,3,19.9,0.0,Pix
366,2025-09-02,Centro,Bruno,Calça,Roupas,1,129.9,0.0,Pix
367,2025-01-17,centro ,Eduardo,Boné,Acessórios,1,49.9,0.0,Dinheiro
368,2025-05-27,Bairro,Eduardo,Boné,Acessórios,5,49.9,0.05,Pix
369,2025-03-13,centro ,Eduardo,Meia,Acessórios,4,19.9,0.1,Pix
370,2025-04-13,centro ,Bruno,Camiseta,Roupas,1,59.9,0.1,Dinheiro
371,2025-06-26,Bairro,Diego,Boné,Acessórios,2,49.9,0.1,Cartão
372,2025-03-23,Centro,Carla,Camiseta,Roupas,4,59.9,0.0,Pix
373,2025-08-31,Bairro,Ana,Camiseta,Roupas,5,59.9,0.0,Pix
374,2025-11-27,Centro,Bruno,Calça,Roupas,3,129.9,0.0,Cartão
375,2025-01-28,Bairro,Diego,Camiseta,Roupas,5,59.9,0.05,Cartão
376,2025-12-16,centro ,Bruno,Boné,Acessórios,4,49.9,0.0,Dinheiro
377,2025-10-28,Bairro,Bruno,Tênis,Calçados,1,249.9,0.0,Dinheiro
378,2025-10-21,centro ,Eduardo,Camiseta,Roupas,2,59.9,0.1,Dinheiro
379,2025-05-02,Shopping,Diego,Boné,Acessórios,3,49.9,0.0,Dinheiro
380,2025-02-10,Bairro,Carla,Meia,Acessórios,2,19.9,0.05,Dinheiro
381,2025-06-16,Shopping,Diego,Camiseta,Roupas,4,59.9,0.0,Pix
382,2025-05-28,Bairro,Eduardo,Camiseta,Roupas,2,59.9,0.0,Dinheiro
383,2025-05-06,Bairro,Ana,Tênis,Calçados,5,249.9,0.0,Cartão
384,2025-11-17,Bairro,Diego,Meia,Acessórios,2,19.9,0.05,Pix
385,2025-02-14,centro ,Bruno,Tênis,Calçados,3,249.9,0.05,Dinheiro
386,2025-09-19,Bairro,Eduardo,Calça,Roupas,2,129.9,0.0,Pix
387,2025-06-19,centro ,Eduardo,Calça,Roupas,4,129.9,0.0,Cartão
388,2025-10-12,Centro,Carla,Meia,Acessórios,4,19.9,0.05,Pix
389,2025-10-05,centro ,Eduardo,Boné,Acessórios,1,49.9,0.2,Pix
390,2025-11-05,Bairro,Carla,Calça,Roupas,2,129.9,0.0,Pix
391,2025-12-07,Shopping,Diego,Tênis,Calçados,3,249.9,0.0,Dinheiro
392,2025-04-02,Bairro,Eduardo,Meia,Acessórios,2,19.9,0.0,Dinheiro
393,2025-09-30,Bairro,Diego,Meia,Acessórios,1,19.9,0.0,Cartão
394,2025-12-07,centro ,Diego,Tênis,Calçados,5,249.9,0.0,Cartão
395,2025-04-01,Centro,Bruno,Tênis,Calçados,5,249.9,0.0,Dinheiro
396,2025-09-03,Bairro,Diego,Meia,Acessórios,4,19.9,0.0,Pix
397,2025-01-17,Bairro,Carla,Calça,Roupas,4,129.9,0.15,Cartão
398,2025-03-16,Centro,Carla,Calça,Roupas,1,129.9,0.0,Dinheiro
399,2025-08-07,Shopping,Diego,Calça,Roupas,4,129.9,0.1,Dinheiro
400,2025-11-25,centro ,Diego,Boné,Acessórios,1,49.9,0.0,Pix
401,2025-05-27,Bairro,Carla,Camiseta,Roupas,5,59.9,0.15,Dinheiro
402,2025-07-27,Shopping,Eduardo,Boné,Acessórios,3,49.9,0.15,Cartão
403,2025-05-06,Centro,Diego,Calça,Roupas,3,129.9,0.0,Cartão
404,2025-06-12,Bairro,Bruno,Camiseta,Roupas,1,59.9,0.1,Dinheiro
405,2025-01-25,Centro,Ana,Tênis,Calçados,5,249.9,0.1,Pix
406,2025-05-07,Centro,Diego,Meia,Acessórios,1,19.9,0.05,Cartão
407,2025-12-24,Bairro,Carla,Meia,Acessórios,4,19.9,0.0,Pix
408,2025-02-14,Centro,Carla,Boné,Acessórios,2,49.9,0.05,Pix
409,2025-05-24,Shopping,Diego,Calça,Roupas,2,129.9,0.1,Pix
410,2025-08-03,Shopping,Carla,Meia,Acessórios,5,19.9,0.15,Dinheiro
411,2025-06-07,Centro,Eduardo,Camiseta,Roupas,5,59.9,0.05,Dinheiro
412,2025-01-31,Centro,Bruno,Camiseta,Roupas,4,59.9,0.1,Cartão
413,2025-02-22,centro ,Diego,Calça,Roupas,2,129.9,0.1,Dinheiro
414,2025-12-20,Bairro,Carla,Calça,Roupas,1,129.9,0.0,Dinheiro
415,2025-12-15,Shopping,Bruno,Camiseta,Roupas,1,59.9,0.0,Dinheiro
416,2025-11-21,centro ,Ana,Calça,Roupas,4,129.9,0.0,Dinheiro
417,2025-05-27,Centro,Carla,Camiseta,Roupas,4,59.9,0.0,Cartão
418,2025-06-26,Shopping,Diego,Tênis,Calçados,1,249.9,0.0,Cartão
419,2025-11-12,Bairro,Ana,Calça,Roupas,2,129.9,0.05,Dinheiro
420,2025-01-13,Centro,Ana,Boné,Acessórios,3,49.9,0.1,Pix
421,2025-04-04,Centro,Eduardo,Meia,Acessórios,3,19.9,0.1,Pix
422,2025-10-31,Bairro,Diego,Calça,Roupas,3,129.9,0.0,Dinheiro
423,2025-08-15,centro ,Ana,Calça,Roupas,1,129.9,0.05,Pix
424,2025-04-10,Bairro,Bruno,Calça,Roupas,1,129.9,0.05,Cartão
425,2025-04-10,Centro,Eduardo,Tênis,Calçados,1,249.9,0.1,Dinheiro
426,2025-01-28,Shopping,Diego,Meia,Acessórios,4,19.9,0.1,Cartão
427,2025-09-09,Bairro,Carla,Camiseta,Roupas,1,59.9,0.15,Cartão
428,2025-10-30,Centro,Bruno,Calça,Roupas,5,129.9,0.05,Cartão
429,2025-12-22,Shopping,Bruno,Calça,Roupas,3,129.9,0.0,Dinheiro
430,2025-01-24,Centro,Carla,Camiseta,Roupas,2,59.9,0.15,Cartão
431,2025-06-05,centro ,Ana,Camiseta,Roupas,2,59.9,0.0,Dinheiro
432,2025-06-24,Shopping,Ana,Boné,Acessórios,5,49.9,0.0,Pix
433,2025-01-07,centro ,Ana,Camiseta,Roupas,3,59.9,0.1,Pix
434,2025-08-16,Bairro,Carla,Meia,Acessórios,3,19.9,0.05,Pix
435,2025-02-14,Shopping,Carla,Camiseta,Roupas,3,59.9,0.0,Pix
436,2025-08-14,centro ,Eduardo,Camiseta,Roupas,4,59.9,0.15,Cartão
437,2025-04-29,Centro,Diego,Meia,Acessórios,4,19.9,0.2,Cartão
438,2025-03-31,centro ,Bruno,Camiseta,Roupas,1,59.9,0.0,Cartão
439,2025-09-24,Centro,Eduardo,Tênis,Calçados,4,249.9,0.05,Dinheiro
440,2025-11-17,Centro,Diego,Meia,Acessórios,4,19.9,0.05,Pix
441,2025-10-09,Centro,Bruno,Camiseta,Roupas,4,59.9,0.05,Pix
442,2025-06-10,Shopping,Carla,Tênis,Calçados,5,249.9,0.0,Cartão
443,2025-10-21,Shopping,Bruno,Boné,Acessórios,5,49.9,0.2,Dinheiro
444,2025-04-03,centro ,Diego,Tênis,Calçados,4,249.9,0.0,Pix
445,2025-11-29,Shopping,Carla,Camiseta,Roupas,4,59.9,0.2,Cartão
446,2025-12-21,centro ,Carla,,Roupas,1,59.9,0.0,Dinheiro
447,2025-01-19,Bairro,Bruno,,Acessórios,4,49.9,0.0,Dinheiro
448,2025-12-20,Centro,Carla,Boné,Acessórios,2,49.9,0.15,Cartão
449,2025-12-18,centro ,Ana,Boné,Acessórios,1,49.9,0.15,Dinheiro
450,2025-12-08,Centro,Diego,Meia,Acessórios,2,19.9,0.05,Pix
451,2025-09-12,Bairro,Eduardo,Meia,Acessórios,4,19.9,0.15,Cartão
452,2025-06-04,Centro,Eduardo,Tênis,Calçados,5,249.9,0.0,Pix
453,2025-09-05,Bairro,Carla,Calça,Roupas,1,129.9,0.15,Pix
454,2025-11-19,centro ,Diego,Boné,Acessórios,3,49.9,0.0,Dinheiro
455,2025-12-12,Shopping,Ana,Camiseta,Roupas,4,59.9,0.0,Pix
456,2025-03-23,centro ,Ana,Meia,Acessórios,2,19.9,0.05,Cartão
457,2025-12-09,Shopping,Carla,Boné,Acessórios,1,49.9,0.2,Pix
458,2025-10-05,Shopping,Eduardo,Calça,Roupas,4,129.9,0.2,Pix
459,2025-05-29,Bairro,Diego,Tênis,Calçados,3,249.9,0.05,Pix
460,2025-11-23,Shopping,Eduardo,Meia,Acessórios,4,19.9,0.0,Dinheiro
461,2025-08-30,centro ,Eduardo,Calça,Roupas,1,129.9,0.15,Dinheiro
462,2025-11-20,Shopping,Carla,Meia,Acessórios,3,19.9,0.05,Dinheiro
463,2025-07-08,centro ,Bruno,Tênis,Calçados,2,249.9,0.1,Dinheiro
464,2025-06-30,centro ,Diego,Calça,Roupas,5,129.9,0.15,Dinheiro
465,2025-11-09,Centro,Ana,Boné,Acessórios,5,49.9,0.1,Pix
466,2025-04-13,Shopping,Eduardo,Calça,Roupas,3,129.9,0.0,Dinheiro
467,2025-02-07,Bairro,Diego,Meia,Acessórios,5,19.9,0.2,Pix
468,2025-07-09,Centro,Ana,Calça,Roupas,3,129.9,0.0,Cartão
469,2025-02-16,Shopping,Diego,,Roupas,5,59.9,0.0,Cartão
470,2025-09-29,Bairro,Bruno,Boné,Acessórios,3,49.9,0.0,Cartão
471,2025-01-10,Shopping,Ana,Camiseta,Roupas,4,59.9,0.0,Dinheiro
472,2025-12-23,Shopping,Ana,Camiseta,Roupas,1,59.9,0.0,Dinheiro
473,2025-03-29,Shopping,Carla,Meia,Acessórios,2,19.9,0.2,Dinheiro
474,2025-03-22,Shopping,Carla,Boné,Acessórios,1,49.9,0.15,Pix
475,2025-01-03,Centro,Ana,Meia,Acessórios,5,19.9,0.2,Dinheiro
476,2025-09-28,centro ,Diego,Camiseta,Roupas,3,59.9,0.0,Dinheiro
477,2025-03-19,Shopping,Ana,,Acessórios,5,19.9,0.0,Dinheiro
478,2025-12-05,Shopping,Ana,Meia,Acessórios,3,19.9,0.05,Pix
479,2025-12-02,Shopping,Eduardo,Camiseta,Roupas,3,59.9,0.0,Dinheiro
480,2025-02-12,Shopping,Ana,Meia,Acessórios,4,19.9,0.0,Dinheiro
481,2025-11-09,Centro,Carla,Calça,Roupas,3,129.9,0.15,Dinheiro
482,2025-11-24,centro ,Ana,Calça,Roupas,5,129.9,0.0,Dinheiro
483,2025-04-07,Centro,Ana,Boné,Acessórios,5,49.9,0.0,Cartão
484,2025-02-19,centro ,Ana,Tênis,Calçados,5,249.9,0.0,Dinheiro
485,2025-06-16,centro ,Ana,Calça,Roupas,3,129.9,0.0,Cartão
486,2025-01-29,centro ,Bruno,Boné,Acessórios,1,49.9,0.0,Pix
487,2025-07-21,Centro,Bruno,,Roupas,5,129.9,0.0,Cartão
488,2025-08-07,Centro,Diego,Camiseta,Roupas,3,59.9,0.1,Cartão
489,2025-07-27,Shopping,Diego,Calça,Roupas,2,129.9,0.0,Dinheiro
490,2025-08-18,centro ,Carla,Tênis,Calçados,4,249.9,0.0,Dinheiro
491,2025-11-18,Shopping,Eduardo,Meia,Acessórios,3,19.9,0.0,Cartão
492,2025-12-18,centro ,Ana,Tênis,Calçados,3,249.9,0.05,Cartão
493,2025-03-24,Shopping,Ana,Boné,Acessórios,3,49.9,0.0,Cartão
494,2025-09-05,Shopping,Diego,Tênis,Calçados,1,249.9,0.15,Pix
495,2025-10-28,centro ,Ana,Meia,Acessórios,3,19.9,0.05,Pix
496,2025-08-25,Shopping,Bruno,Calça,Roupas,1,129.9,0.0,Cartão
497,2025-06-27,Bairro,Diego,Calça,Roupas,1,129.9,0.1,Dinheiro
498,2025-03-14,Bairro,Bruno,,Acessórios,4,19.9,0.0,Pix
499,2025-06-19,Shopping,Diego,Tênis,Calçados,1,249.9,0.05,Pix
500,2025-03-04,Centro,Ana,Meia,Acessórios,3,19.9,0.0,Cartão
501,2025-11-14,Shopping,Ana,Tênis,Calçados,2,249.9,0.0,Cartão
502,2025-05-07,Bairro,Diego,Calça,Roupas,5,129.9,0.15,Cartão
503,2025-11-17,Bairro,Carla,Tênis,Calçados,3,249.9,0.05,Cartão
504,2025-04-17,Centro,Ana,Calça,Roupas,1,129.9,0.0,Cartão
505,2025-02-25,Bairro,Eduardo,Boné,Acessórios,2,49.9,0.05,Dinheiro
506,2025-06-17,centro ,Bruno,Tênis,Calçados,5,249.9,0.1,Dinheiro
507,2025-03-04,Shopping,Carla,Meia,Acessórios,5,19.9,0.0,Cartão
508,2025-03-29,centro ,Diego,Boné,Acessórios,3,49.9,0.0,Cartão
509,2025-04-12,Shopping,Eduardo,Calça,Roupas,5,129.9,0.0,Pix
510,2025-08-30,Bairro,Carla,Calça,Roupas,4,129.9,0.15,Dinheiro
511,2025-05-09,centro ,Diego,Tênis,Calçados,2,249.9,0.1,Dinheiro
512,2025-11-15,Shopping,Diego,Camiseta,Roupas,5,59.9,0.0,Dinheiro
513,2025-06-26,Shopping,Bruno,Boné,Acessórios,1,49.9,0.0,Pix
514,2025-01-06,Bairro,Eduardo,Boné,Acessórios,1,49.9,0.15,Cartão
515,2025-03-17,Bairro,Carla,Boné,Acessórios,1,49.9,0.05,Pix
516,2025-06-09,Shopping,Diego,Boné,Acessórios,5,49.9,0.0,Pix
517,2025-05-14,centro ,Bruno,Boné,Acessórios,1,49.9,0.1,Cartão
518,2025-05-02,Shopping,Diego,Camiseta,Roupas,2,59.9,0.0,Pix
519,2025-07-25,Bairro,Carla,Calça,Roupas,4,129.9,0.05,Dinheiro
520,2025-10-16,Shopping,Ana,Boné,Acessórios,2,49.9,0.0,Dinheiro
521,2025-12-20,Bairro,Eduardo,Calça,Roupas,2,129.9,0.0,Pix
522,2025-09-02,centro ,Eduardo,Boné,Acessórios,2,49.9,0.05,Pix
523,2025-11-01,Bairro,Bruno,Boné,Acessórios,5,49.9,0.0,Pix
524,2025-06-20,Centro,Carla,Camiseta,Roupas,5,59.9,0.05,Pix
525,2025-05-24,Centro,Diego,Tênis,Calçados,1,249.9,0.05,Pix
526,2025-12-30,Bairro,Ana,Camiseta,Roupas,5,59.9,0.15,Dinheiro
527,2025-09-28,Bairro,Carla,Tênis,Calçados,1,249.9,0.15,Cartão
528,2025-07-13,centro ,Diego,Tênis,Calçados,4,249.9,0.0,Dinheiro
529,2025-02-18,Centro,Bruno,Meia,Acessórios,5,19.9,0.05,Cartão
530,2025-05-03,Shopping,Eduardo,Meia,Acessórios,3,19.9,0.2,Cartão
531,2025-05-12,Bairro,Diego,Tênis,Calçados,2,249.9,0.1,Dinheiro
532,2025-08-23,Shopping,Ana,Tênis,Calçados,4,249.9,0.15,Cartão
533,2025-02-17,Centro,Diego,Boné,Acessórios,2,49.9,0.0,Cartão
534,2025-11-14,Bairro,Bruno,Boné,Acessórios,3,49.9,0.05,Pix
535,2025-01-29,Bairro,Diego,Tênis,Calçados,4,249.9,0.05,Cartão
536,2025-08-03,Bairro,Carla,Boné,Acessórios,2,49.9,0.0,Cartão
537,2025-03-03,Shopping,Diego,Boné,Acessórios,5,49.9,0.05,Dinheiro
538,2025-08-25,Bairro,Bruno,Tênis,Calçados,4,249.9,0.0,Cartão
539,2025-12-02,Centro,Bruno,Meia,Acessórios,4,19.9,0.1,Dinheiro
540,2025-11-14,centro ,Ana,Calça,Roupas,1,129.9,0.0,Dinheiro
541,2025-08-10,Centro,Ana,Tênis,Calçados,4,249.9,0.15,Pix
542,2025-12-22,Bairro,Bruno,Calça,Roupas,4,129.9,0.0,Dinheiro
543,2025-12-06,centro ,Ana,Meia,Acessórios,1,19.9,0.1,Pix
544,2025-06-12,Bairro,Eduardo,Boné,Acessórios,2,49.9,0.15,Cartão
545,2025-07-06,centro ,Eduardo,Camiseta,Roupas,5,59.9,0.15,Cartão
546,2025-11-27,Centro,Eduardo,Calça,Roupas,3,129.9,0.1,Dinheiro
547,2025-03-02,Shopping,Carla,,Acessórios,3,49.9,0.1,Dinheiro
548,2025-10-18,centro ,Carla,Boné,Acessórios,3,49.9,0.0,Cartão
549,2025-10-31,Centro,Carla,Tênis,Calçados,2,249.9,0.0,Pix
550,2025-07-26,centro ,Carla,Meia,Acessórios,3,19.9,0.0,Pix
551,2025-12-05,Centro,Diego,,Acessórios,3,49.9,0.0,Dinheiro
552,2025-06-02,centro ,Carla,Calça,Roupas,3,129.9,0.1,Cartão
553,2025-07-16,Bairro,Carla,Calça,Roupas,5,129.9,0.0,Cartão
554,2025-06-19,centro ,Ana,Meia,Acessórios,3,19.9,0.15,Pix
555,2025-07-01,Shopping,Carla,Calça,Roupas,5,129.9,0.0,Dinheiro
556,2025-12-11,Centro,Bruno,Camiseta,Roupas,1,59.9,0.05,Dinheiro
557,2025-04-14,centro ,Bruno,Meia,Acessórios,5,19.9,0.0,Cartão
558,2025-04-22,Centro,Carla,Calça,Roupas,4,129.9,0.0,Cartão
559,2025-05-11,centro ,Bruno,Meia,Acessórios,5,19.9,0.2,Cartão
560,2025-11-18,centro ,Bruno,Boné,Acessórios,4,49.9,0.1,Dinheiro
561,2025-10-23,Shopping,Ana,Meia,Acessórios,4,19.9,0.0,Dinheiro
562,2025-02-14,Bairro,Carla,Tênis,Calçados,1,249.9,0.0,Dinheiro
563,2025-08-22,Centro,Ana,Tênis,Calçados,5,249.9,0.0,Cartão
564,2025-11-05,Bairro,Diego,Meia,Acessórios,2,19.9,0.0,Cartão
565,2025-01-11,Shopping,Bruno,Boné,Acessórios,2,49.9,0.0,Cartão
566,2025-12-24,centro ,Bruno,Tênis,Calçados,5,249.9,0.0,Dinheiro
567,2025-10-23,centro ,Diego,Boné,Acessórios,3,49.9,0.1,Cartão
568,2025-03-01,Shopping,Diego,Boné,Acessórios,5,49.9,0.0,Pix
569,2025-03-27,centro ,Bruno,Meia,Acessórios,2,19.9,0.0,Dinheiro
570,2025-04-06,Shopping,Eduardo,Tênis,Calçados,2,249.9,0.05,Cartão
571,2025-11-12,Shopping,Ana,Tênis,Calçados,2,249.9,0.0,Pix
572,2025-08-14,Centro,Eduardo,Calça,Roupas,2,129.9,0.0,Dinheiro
573,2025-04-16,Bairro,Eduardo,,Acessórios,1,19.9,0.1,Cartão
574,2025-11-29,centro ,Ana,Tênis,Calçados,4,249.9,0.05,Cartão
575,2025-09-06,Bairro,Bruno,Tênis,Calçados,4,249.9,0.05,Dinheiro
576,2025-12-31,Centro,Ana,Camiseta,Roupas,3,59.9,0.05,Pix
577,2025-09-27,Bairro,Diego,,Roupas,1,59.9,0.05,Pix
578,2025-04-30,centro ,Eduardo,Tênis,Calçados,4,249.9,0.0,Dinheiro
579,2025-07-27,Shopping,Eduardo,Boné,Acessórios,1,49.9,0.0,Cartão
580,2025-09-13,Bairro,Diego,Tênis,Calçados,5,249.9,0.15,Dinheiro
581,2025-12-11,Bairro,Ana,Boné,Acessórios,5,49.9,0.0,Cartão
582,2025-01-13,Centro,Bruno,Meia,Acessórios,4,19.9,0.0,Pix
583,2025-09-30,centro ,Bruno,Camiseta,Roupas,3,59.9,0.0,Pix
584,2025-07-06,Centro,Eduardo,Tênis,Calçados,1,249.9,0.0,Pix
585,2025-10-13,Bairro,Eduardo,Calça,Roupas,5,129.9,0.1,Cartão
586,2025-04-04,Centro,Ana,Calça,Roupas,4,129.9,0.0,Dinheiro
587,2025-12-30,Bairro,Eduardo,Camiseta,Roupas,4,59.9,0.0,Cartão
588,2025-05-17,Shopping,Ana,Camiseta,Roupas,3,59.9,0.15,Cartão
589,2025-05-20,Centro,Eduardo,Camiseta,Roupas,1,59.9,0.0,Dinheiro
590,2025-08-20,Shopping,Carla,Meia,Acessórios,3,19.9,0.0,Dinheiro
591,2025-08-09,Centro,Eduardo,Camiseta,Roupas,2,59.9,0.0,Cartão
592,2025-11-06,centro ,Ana,Boné,Acessórios,3,49.9,0.1,Dinheiro
593,2025-03-04,centro ,Carla,Camiseta,Roupas,3,59.9,0.0,Pix
594,2025-01-28,Shopping,Eduardo,Tênis,Calçados,4,249.9,0.0,Cartão
595,2025-06-13,Shopping,Eduardo,Calça,Roupas,1,129.9,0.15,Pix
596,2025-03-24,Shopping,Diego,Meia,Acessórios,3,19.9,0.05,Pix
597,2025-10-23,Centro,Diego,Calça,Roupas,2,129.9,0.0,Cartão
598,2025-07-03,centro ,Eduardo,Meia,Acessórios,2,19.9,0.0,Dinheiro
599,2025-04-28,Shopping,Ana,Calça,Roupas,2,129.9,0.0,Dinheiro
600,2025-07-14,Shopping,Carla,Tênis,Calçados,3,249.9,0.0,Pix
601,2025-06-24,Shopping,Bruno,Boné,Acessórios,4,49.9,0.0,Dinheiro
602,2025-03-07,Shopping,Carla,Camiseta,Roupas,1,59.9,0.0,Pix
603,2025-10-21,Centro,Bruno,Meia,Acessórios,4,19.9,0.0,Dinheiro
604,2025-03-11,Centro,Carla,Camiseta,Roupas,4,59.9,0.0,Dinheiro
605,2025-08-15,Shopping,Carla,Calça,Roupas,2,129.9,0.0,Pix
606,2025-07-22,Centro,Eduardo,Meia,Acessórios,5,19.9,0.0,Dinheiro
607,2025-08-25,Shopping,Eduardo,Boné,Acessórios,3,49.9,0.0,Cartão
608,2025-11-03,Shopping,Carla,Camiseta,Roupas,4,59.9,0.05,Dinheiro
609,2025-08-08,Shopping,Ana,Calça,Roupas,2,129.9,0.1,Pix
610,2025-02-21,Centro,Diego,Calça,Roupas,5,129.9,0.0,Dinheiro
611,2025-07-10,Shopping,Bruno,Camiseta,Roupas,1,59.9,0.0,Cartão
612,2025-01-08,Shopping,Ana,Tênis,Calçados,2,249.9,0.0,Pix
613,2025-03-19,Centro,Carla,Camiseta,Roupas,5,59.9,0.1,Dinheiro
614,2025-08-29,Bairro,Eduardo,Boné,Acessórios,4,49.9,0.0,Cartão
615,2025-11-01,Bairro,Ana,Boné,Acessórios,5,49.9,0.15,Cartão
616,2025-02-28,centro ,Bruno,,Acessórios,1,19.9,0.0,Pix
617,2025-02-13,Bairro,Carla,Boné,Acessórios,4,49.9,0.0,Dinheiro
618,2025-04-10,Bairro,Bruno,Camiseta,Roupas,5,59.9,0.05,Pix
619,2025-02-19,Centro,Carla,Camiseta,Roupas,5,59.9,0.15,Cartão
620,2025-08-27,Shopping,Diego,Calça,Roupas,4,129.9,0.05,Cartão
621,2025-10-11,centro ,Eduardo,Meia,Acessórios,3,19.9,0.0,Cartão
622,2025-02-14,Shopping,Diego,Tênis,Calçados,2,249.9,0.0,Pix
623,2025-10-13,Shopping,Bruno,Camiseta,Roupas,5,59.9,0.0,Pix
624,2025-06-22,Bairro,Eduardo,Meia,Acessórios,2,19.9,0.0,Pix
625,2025-01-06,centro ,Bruno,Meia,Acessórios,2,19.9,0.0,Pix
626,2025-01-06,centro ,Carla,Boné,Acessórios,2,49.9,0.15,Dinheiro
627,2025-12-03,Centro,Carla,Tênis,Calçados,3,249.9,0.2,Cartão
628,2025-09-04,Bairro,Eduardo,,Roupas,3,59.9,0.0,Pix
629,2025-09-27,Centro,Bruno,Meia,Acessórios,1,19.9,0.0,Pix
630,2025-06-24,Centro,Diego,Calça,Roupas,1,129.9,0.05,Cartão
631,2025-01-25,Shopping,Bruno,Boné,Acessórios,2,49.9,0.05,Cartão
632,2025-12-21,centro ,Bruno,Camiseta,Roupas,3,59.9,0.0,Dinheiro
633,2025-06-22,Bairro,Ana,Boné,Acessórios,2,49.9,0.1,Pix
634,2025-11-27,centro ,Ana,Calça,Roupas,3,129.9,0.15,Pix
635,2025-09-19,Centro,Diego,Tênis,Calçados,2,249.9,0.05,Pix
636,2025-05-10,Shopping,Carla,Meia,Acessórios,4,19.9,0.2,Pix
637,2025-09-10,Centro,Diego,Tênis,Calçados,5,249.9,0.1,Cartão
638,2025-12-15,Bairro,Diego,Meia,Acessórios,2,19.9,0.0,Dinheiro
639,2025-10-20,Centro,Carla,Boné,Acessórios,4,49.9,0.15,Dinheiro
640,2025-03-05,Centro,Carla,Boné,Acessórios,5,49.9,0.05,Pix
641,2025-08-12,centro ,Bruno,Meia,Acessórios,4,19.9,0.0,Cartão
642,2025-02-03,Centro,Carla,Boné,Acessórios,5,49.9,0.0,Cartão
